id,strain,sire,dam,date.crossed,date.plug,sac,embryo.age,right.horn,left.horn,dead,horn,order,tod,placenta,embryo.wt,sex,non.recombinant.genotype,n.markers.ok,genotype.call.rate,comments
184,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,1,19:01:00,0.093,0.134,F,B6/A,229,0.9463,no tag (B)
185,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,2,19:05:00,0.093,0.151,F,B6/B6,230,0.9504,
186,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,3,19:10:00,0.075,0.102,F,recombinant,232,0.9587,
187,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,4,19:14:00,0.095,0.165,M,B6/A,234,0.9669,
188,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,5,19:18:00,0.093,0.152,M,recombinant,233,0.9628,
189,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,6,19:23:00,0.09,0.136,F,recombinant,235,0.9711,
190,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,7,19:28:00,0.091,0.158,F,recombinant,233,0.9628,
191,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,8,19:32:00,0.11,0.173,M,B6/B6,233,0.9628,
192,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,9,19:36:00,0.102,0.173,F,recombinant,233,0.9628,
193,B6.A-19 BC1,5214,6893,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,10,19:41:00,0.092,0.142,M,B6/A,235,0.9711,
194,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,1,19:51:00,0.103,0.154,M,B6/A,235,0.9711,
195,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,2,19:55:00,0.079,0.15,M,B6/B6,234,0.9669,
196,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,3,20:00:00,0.091,0.139,M,recombinant,231,0.9545,
197,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,4,20:05:00,0.099,0.134,F,recombinant,197,0.814,
198,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,5,20:10:00,0.095,0.125,F,recombinant,228,0.9421,
199,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,6,20:14:00,0.106,0.14,M,recombinant,236,0.9752,
200,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,7,20:19:00,0.09,0.138,F,B6/B6,228,0.9421,
201,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,8,20:24:00,0.064,0.146,F,B6/A,233,0.9628,
202,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,9,20:29:00,0.081,0.141,F,recombinant,234,0.9669,
203,B6.A-17 BC1,483,6900,2012-10-29,2012-10-30,2012-11-12,14,4,6,0,-,10,20:33:00,0.09,0.136,F,recombinant,168,0.6942,
204,B6.A-17 BC1,5224,6892,2012-10-29,2012-10-30,2012-11-12,14,3,1,3,-,1,20:45:00,0.106,0.137,F,recombinant,231,0.9545,dam w cystic kidney. 1 ovary saved
205,B6.A-17 BC1,5224,6892,2012-10-29,2012-10-30,2012-11-12,14,3,1,3,-,2,20:49:00,0.087,0.158,F,recombinant,229,0.9463,
206,B6.A-17 BC1,5224,6892,2012-10-29,2012-10-30,2012-11-12,14,3,1,3,-,3,20:54:00,0.09,0.082,M,B6/A,234,0.9669,
207,B6.A-17 BC1,5224,6892,2012-10-29,2012-10-30,2012-11-12,14,3,1,3,-,4,21:00:00,0.096,0.165,M,B6/A,234,0.9669,
208,B6.A-17 BC1,485,6856,2012-10-29,2012-10-31,2012-11-13,14,2,6,0,-,1,08:41:00,0.062,0.166,F,recombinant,231,0.9545,
209,B6.A-17 BC1,485,6856,2012-10-29,2012-10-31,2012-11-13,14,2,6,0,-,2,08:47:00,0.091,0.128,M,B6/A,233,0.9628,
210,B6.A-17 BC1,485,6856,2012-10-29,2012-10-31,2012-11-13,14,2,6,0,-,3,08:53:00,0.082,0.084,F,recombinant,234,0.9669,
211,B6.A-17 BC1,485,6856,2012-10-29,2012-10-31,2012-11-13,14,2,6,0,-,4,08:59:00,0.067,0.116,F,B6/A,234,0.9669,
212,B6.A-17 BC1,485,6856,2012-10-29,2012-10-31,2012-11-13,14,2,6,0,-,5,09:05:00,0.076,0.118,M,B6/B6,235,0.9711,
213,B6.A-17 BC1,485,6856,2012-10-29,2012-10-31,2012-11-13,14,2,6,0,-,6,09:14:00,0.077,0.123,M,recombinant,237,0.9793,
214,B6.A-17 BC1,485,6856,2012-10-29,2012-10-31,2012-11-13,14,2,6,0,-,7,09:09:00,0.067,0.127,M,recombinant,239,0.9876,
215,B6.A-17 BC1,485,6856,2012-10-29,2012-10-31,2012-11-13,14,2,6,0,-,8,09:25:00,0.09,0.135,M,recombinant,227,0.938,
216,B6.A-17 BC1,5010,6876,2012-10-29,2012-10-31,2012-11-13,14,6,2,0,-,1,09:39:00,0.098,0.126,M,B6/A,233,0.9628,
217,B6.A-17 BC1,5010,6876,2012-10-29,2012-10-31,2012-11-13,14,6,2,0,-,2,09:45:00,0.098,0.137,F,B6/A,235,0.9711,
218,B6.A-17 BC1,5010,6876,2012-10-29,2012-10-31,2012-11-13,14,6,2,0,-,3,09:51:00,0.088,0.131,M,B6/B6,235,0.9711,
219,B6.A-17 BC1,5010,6876,2012-10-29,2012-10-31,2012-11-13,14,6,2,0,-,4,09:57:00,0.091,0.115,F,recombinant,234,0.9669,
220,B6.A-17 BC1,5010,6876,2012-10-29,2012-10-31,2012-11-13,14,6,2,0,-,5,10:05:00,0.083,0.114,M,B6/A,234,0.9669,
221,B6.A-17 BC1,5010,6876,2012-10-29,2012-10-31,2012-11-13,14,6,2,0,-,6,10:11:00,0.074,0.109,F,recombinant,230,0.9504,
222,B6.A-17 BC1,5010,6876,2012-10-29,2012-10-31,2012-11-13,14,6,2,0,-,7,10:19:00,0.077,0.121,M,recombinant,234,0.9669,
223,B6.A-17 BC1,5010,6876,2012-10-29,2012-10-31,2012-11-13,14,6,2,0,-,8,10:25:00,0.068,0.121,F,B6/B6,231,0.9545,
224,B6.A-15 BC1,3513,6894,2012-10-29,2012-10-31,2012-11-13,14,3,5,1,-,1,10:45:00,0.068,0.124,M,B6/A,236,0.9752,
225,B6.A-15 BC1,3513,6894,2012-10-29,2012-10-31,2012-11-13,14,3,5,1,-,2,10:50:00,0.085,0.133,M,recombinant,234,0.9669,
226,B6.A-15 BC1,3513,6894,2012-10-29,2012-10-31,2012-11-13,14,3,5,1,-,3,10:58:00,0.066,0.109,M,recombinant,235,0.9711,
227,B6.A-15 BC1,3513,6894,2012-10-29,2012-10-31,2012-11-13,14,3,5,1,-,4,11:03:00,0.095,0.138,F,B6/A,228,0.9421,
228,B6.A-15 BC1,3513,6894,2012-10-29,2012-10-31,2012-11-13,14,3,5,1,-,5,11:08:00,0.084,0.134,M,B6/B6,234,0.9669,
229,B6.A-15 BC1,3513,6894,2012-10-29,2012-10-31,2012-11-13,14,3,5,1,-,6,11:15:00,0.076,0.137,M,B6/A,236,0.9752,
230,B6.A-15 BC1,3513,6894,2012-10-29,2012-10-31,2012-11-13,14,3,5,1,-,7,11:21:00,0.056,0.132,F,recombinant,231,0.9545,
231,B6.A-15 BC1,3513,6894,2012-10-29,2012-10-31,2012-11-13,14,3,5,1,-,8,11:26:00,0.08,0.13,F,recombinant,232,0.9587,
232,B6.A-19 BC1,5267,6905,2012-10-31,2012-11-01,2012-11-14,14,3,4,2,-,1,09:23:00,0.091,0.138,F,recombinant,220,0.9091,tag 6805
233,B6.A-19 BC1,5267,6905,2012-10-31,2012-11-01,2012-11-14,14,3,4,2,-,2,09:37:00,0.12,0.147,M,recombinant,233,0.9628,
234,B6.A-19 BC1,5267,6905,2012-10-31,2012-11-01,2012-11-14,14,3,4,2,-,3,09:42:00,0.104,0.139,F,recombinant,197,0.814,
235,B6.A-19 BC1,5267,6905,2012-10-31,2012-11-01,2012-11-14,14,3,4,2,-,4,09:47:00,0.103,0.149,M,recombinant,234,0.9669,
236,B6.A-19 BC1,5267,6905,2012-10-31,2012-11-01,2012-11-14,14,3,4,2,-,5,09:52:00,0.093,0.138,F,B6/A,233,0.9628,
237,B6.A-19 BC1,5267,6905,2012-10-31,2012-11-01,2012-11-14,14,3,4,2,-,6,09:56:00,0.049,0.111,F,recombinant,233,0.9628,
238,B6.A-19 BC1,5267,6905,2012-10-31,2012-11-01,2012-11-14,14,3,4,2,-,7,10:01:00,0.084,0.149,F,recombinant,233,0.9628,
239,B6.A-17 BC1,-,C,-,2012-11-01,2012-11-14,14,5,4,1,-,1,10:11:00,0.09,0.113,F,recombinant,232,0.9587,no tag (C)
240,B6.A-17 BC1,-,C,-,2012-11-01,2012-11-14,14,5,4,1,-,2,10:17:00,0.092,0.117,M,recombinant,234,0.9669,
241,B6.A-17 BC1,-,C,-,2012-11-01,2012-11-14,14,5,4,1,-,3,10:22:00,0.089,0.125,M,B6/A,237,0.9793,
242,B6.A-17 BC1,-,C,-,2012-11-01,2012-11-14,14,5,4,1,-,4,10:28:00,0.089,0.11,M,B6/B6,235,0.9711,
243,B6.A-17 BC1,-,C,-,2012-11-01,2012-11-14,14,5,4,1,-,5,10:36:00,0.054,0.1,F,recombinant,233,0.9628,
244,B6.A-17 BC1,-,C,-,2012-11-01,2012-11-14,14,5,4,1,-,6,10:41:00,0.087,0.113,M,B6/A,235,0.9711,
245,B6.A-17 BC1,-,C,-,2012-11-01,2012-11-14,14,5,4,1,-,7,10:46:00,0.077,0.115,F,recombinant,203,0.8388,
246,B6.A-17 BC1,-,C,-,2012-11-01,2012-11-14,14,5,4,1,-,8,10:52:00,0.098,0.126,M,recombinant,237,0.9793,
247,B6.A-17 BC1,-,C,-,2012-11-01,2012-11-14,14,5,4,1,-,9,11:56:00,0.111,0.119,M,recombinant,235,0.9711,
248,B6.A-19 BC1,5266,6908,2012-10-31,2012-11-01,2012-11-14,14,4,4,1,-,1,11:08:00,0.093,0.148,M,recombinant,235,0.9711,
249,B6.A-19 BC1,5266,6908,2012-10-31,2012-11-01,2012-11-14,14,4,4,1,-,2,11:14:00,0.099,0.146,M,B6/B6,237,0.9793,
250,B6.A-19 BC1,5266,6908,2012-10-31,2012-11-01,2012-11-14,14,4,4,1,-,3,11:19:00,0.091,0.149,M,B6/B6,235,0.9711,
251,B6.A-19 BC1,5266,6908,2012-10-31,2012-11-01,2012-11-14,14,4,4,1,-,4,11:24:00,0.104,0.142,F,recombinant,215,0.8884,
252,B6.A-19 BC1,5266,6908,2012-10-31,2012-11-01,2012-11-14,14,4,4,1,-,5,11:31:00,0.058,0.118,M,recombinant,234,0.9669,
253,B6.A-19 BC1,5266,6908,2012-10-31,2012-11-01,2012-11-14,14,4,4,1,-,6,11:36:00,0.077,0.137,M,B6/B6,234,0.9669,
254,B6.A-19 BC1,5266,6908,2012-10-31,2012-11-01,2012-11-14,14,4,4,1,-,7,11:43:00,0.073,0.136,F,B6/B6,232,0.9587,
255,B6.A-19 BC1,5266,6908,2012-10-31,2012-11-01,2012-11-14,14,4,4,1,-,8,11:48:00,0.054,0.132,M,B6/B6,234,0.9669,
256,B6.A-15 BC1,5081,6860,2012-10-29,2012-11-01,2012-11-14,14,5,3,0,-,1,13:22:00,0.064,0.148,M,recombinant,236,0.9752,
257,B6.A-15 BC1,5081,6860,2012-10-29,2012-11-01,2012-11-14,14,5,3,0,-,2,13:27:00,0.051,0.153,F,B6/B6,207,0.8554,
258,B6.A-15 BC1,5081,6860,2012-10-29,2012-11-01,2012-11-14,14,5,3,0,-,3,13:32:00,0.09,0.151,F,recombinant,231,0.9545,
259,B6.A-15 BC1,5081,6860,2012-10-29,2012-11-01,2012-11-14,14,5,3,0,-,4,13:38:00,0.059,0.131,F,B6/B6,230,0.9504,
260,B6.A-15 BC1,5081,6860,2012-10-29,2012-11-01,2012-11-14,14,5,3,0,-,5,13:44:00,0.075,0.149,F,B6/A,233,0.9628,
261,B6.A-15 BC1,5081,6860,2012-10-29,2012-11-01,2012-11-14,14,5,3,0,-,6,13:49:00,0.065,0.152,F,recombinant,231,0.9545,
262,B6.A-15 BC1,5081,6860,2012-10-29,2012-11-01,2012-11-14,14,5,3,0,-,7,13:55:00,0.081,0.151,M,recombinant,236,0.9752,
263,B6.A-15 BC1,5081,6860,2012-10-29,2012-11-01,2012-11-14,14,5,3,0,-,8,14:01:00,0.076,0.167,F,B6/A,219,0.905,
264,B6.A-17 BC1,-,D,-,2012-11-01,2012-11-14,14,3,5,1,-,1,14:01:00,0.076,0.131,M,recombinant,235,0.9711,no tag (D)
265,B6.A-17 BC1,-,D,-,2012-11-01,2012-11-14,14,3,5,1,-,2,14:15:00,0.062,0.123,F,recombinant,235,0.9711,
266,B6.A-17 BC1,-,D,-,2012-11-01,2012-11-14,14,3,5,1,-,3,14:19:00,0.072,0.131,F,recombinant,229,0.9463,
267,B6.A-17 BC1,-,D,-,2012-11-01,2012-11-14,14,3,5,1,-,4,14:24:00,0.099,0.148,M,recombinant,235,0.9711,
268,B6.A-17 BC1,-,D,-,2012-11-01,2012-11-14,14,3,5,1,-,5,14:30:00,0.097,0.157,M,recombinant,236,0.9752,
269,B6.A-17 BC1,-,D,-,2012-11-01,2012-11-14,14,3,5,1,-,6,14:34:00,0.084,0.138,F,recombinant,213,0.8802,
270,B6.A-17 BC1,-,D,-,2012-11-01,2012-11-14,14,3,5,1,-,7,14:39:00,0.059,0.123,F,B6/A,233,0.9628,
271,B6.A-17 BC1,-,D,-,2012-11-01,2012-11-14,14,3,5,1,-,8,14:44:00,0.065,0.124,M,recombinant,234,0.9669,
272,B6.A-19 BC1,-,-,-,2012-11-01,2012-11-14,14,4,4,0,-,1,14:56:00,0.073,0.149,M,B6/A,235,0.9711,did not write number
273,B6.A-19 BC1,-,-,-,2012-11-01,2012-11-14,14,4,4,0,-,2,15:01:00,0.081,0.148,M,recombinant,234,0.9669,
274,B6.A-19 BC1,-,-,-,2012-11-01,2012-11-14,14,4,4,0,-,3,15:06:00,0.076,0.163,M,recombinant,236,0.9752,
275,B6.A-19 BC1,-,-,-,2012-11-01,2012-11-14,14,4,4,0,-,4,15:12:00,0.053,0.165,F,B6/A,221,0.9132,
276,B6.A-19 BC1,-,-,-,2012-11-01,2012-11-14,14,4,4,0,-,5,15:07:00,0.077,0.153,M,B6/B6,236,0.9752,
277,B6.A-19 BC1,-,-,-,2012-11-01,2012-11-14,14,4,4,0,-,6,15:21:00,0.059,0.125,M,recombinant,235,0.9711,
278,B6.A-19 BC1,-,-,-,2012-11-01,2012-11-14,14,4,4,0,-,7,15:25:00,0.085,0.145,F,B6/B6,231,0.9545,
279,B6.A-19 BC1,-,-,-,2012-11-01,2012-11-14,14,4,4,0,-,8,15:33:00,0.094,0.144,M,recombinant,233,0.9628,
280,B6.A-19 BC1,5215,6896,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,1,15:43:00,0.076,0.135,M,B6/A,234,0.9669,
281,B6.A-19 BC1,5215,6896,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,2,14:47:00,0.057,0.112,F,recombinant,161,0.6653,
282,B6.A-19 BC1,5215,6896,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,3,15:51:00,0.061,0.138,M,B6/B6,237,0.9793,
283,B6.A-19 BC1,5215,6896,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,4,15:56:00,0.082,0.147,M,B6/B6,232,0.9587,
284,B6.A-19 BC1,5215,6896,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,5,16:01:00,0.078,0.133,M,B6/B6,236,0.9752,
285,B6.A-19 BC1,5215,6896,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,6,16:05:00,0.054,0.155,M,recombinant,235,0.9711,
286,B6.A-19 BC1,5215,6896,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,7,16:09:00,0.084,0.153,M,B6/A,233,0.9628,
287,B6.A-19 BC1,5215,6896,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,8,16:14:00,0.079,0.138,F,B6/A,190,0.7851,
288,B6.A-19 BC1,5215,6896,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,9,16:18:00,0.072,0.137,F,B6/A,233,0.9628,
289,B6.A-15 BC1,3595,6870,2012-10-29,2012-11-01,2012-11-14,14,6,1,0,-,1,16:32:00,0.102,0.164,M,recombinant,235,0.9711,
290,B6.A-15 BC1,3595,6870,2012-10-29,2012-11-01,2012-11-14,14,6,1,0,-,2,16:37:00,0.087,0.146,F,recombinant,231,0.9545,
291,B6.A-15 BC1,3595,6870,2012-10-29,2012-11-01,2012-11-14,14,6,1,0,-,3,16:41:00,0.07,0.157,F,recombinant,231,0.9545,
292,B6.A-15 BC1,3595,6870,2012-10-29,2012-11-01,2012-11-14,14,6,1,0,-,4,16:45:00,0.096,0.155,M,B6/B6,235,0.9711,
293,B6.A-15 BC1,3595,6870,2012-10-29,2012-11-01,2012-11-14,14,6,1,0,-,5,16:48:00,0.085,0.158,M,recombinant,223,0.9215,
294,B6.A-15 BC1,3595,6870,2012-10-29,2012-11-01,2012-11-14,14,6,1,0,-,6,16:53:00,0.087,0.159,F,B6/A,227,0.938,
295,B6.A-15 BC1,3595,6870,2012-10-29,2012-11-01,2012-11-14,14,6,1,0,-,7,16:57:00,0.088,0.169,M,B6/B6,235,0.9711,
296,B6.A-17 BC1,5221,6864,2012-10-29,2012-11-01,2012-11-14,14,5,2,0,-,1,17:08:00,0.099,0.145,M,recombinant,236,0.9752,
297,B6.A-17 BC1,5221,6864,2012-10-29,2012-11-01,2012-11-14,14,5,2,0,-,2,17:12:00,0.085,0.153,F,B6/B6,232,0.9587,
298,B6.A-17 BC1,5221,6864,2012-10-29,2012-11-01,2012-11-14,14,5,2,0,-,3,17:16:00,0.106,0.15,F,recombinant,232,0.9587,
299,B6.A-17 BC1,5221,6864,2012-10-29,2012-11-01,2012-11-14,14,5,2,0,-,4,17:20:00,0.077,0.143,F,B6/B6,234,0.9669,
300,B6.A-17 BC1,5221,6864,2012-10-29,2012-11-01,2012-11-14,14,5,2,0,-,5,17:25:00,0.068,0.155,F,B6/A,232,0.9587,
301,B6.A-17 BC1,5221,6864,2012-10-29,2012-11-01,2012-11-14,14,5,2,0,-,6,17:29:00,0.108,0.145,F,recombinant,229,0.9463,
302,B6.A-17 BC1,5221,6864,2012-10-29,2012-11-01,2012-11-14,14,5,2,0,-,7,17:33:00,0.084,0.155,M,B6/A,232,0.9587,
303,B6.A-X F1,-,E,-,2012-11-01,2012-11-14,14,5,3,0,-,1,17:45:00,0.065,0.165,F,B6/B6,228,0.9421,
304,B6.A-X F1,-,E,-,2012-11-01,2012-11-14,14,5,3,0,-,2,17:51:00,0.088,0.164,F,B6/B6,234,0.9669,
305,B6.A-X F1,-,E,-,2012-11-01,2012-11-14,14,5,3,0,-,3,17:57:00,0.074,0.114,F,B6/B6,228,0.9421,
306,B6.A-X F1,-,E,-,2012-11-01,2012-11-14,14,5,3,0,-,4,18:02:00,0.081,0.16,F,B6/B6,228,0.9421,
307,B6.A-X F1,-,E,-,2012-11-01,2012-11-14,14,5,3,0,-,5,18:07:00,0.058,0.147,M,B6/B6,234,0.9669,
308,B6.A-X F1,-,E,-,2012-11-01,2012-11-14,14,5,3,0,-,6,18:11:00,0.084,0.172,M,B6/B6,233,0.9628,
309,B6.A-X F1,-,E,-,2012-11-01,2012-11-14,14,5,3,0,-,7,18:16:00,0.097,0.176,M,B6/B6,235,0.9711,
310,B6.A-X F1,-,E,-,2012-11-01,2012-11-14,14,5,3,0,-,8,18:19:00,0.082,0.152,F,B6/B6,237,0.9793,
311,B6.C,4954,6925,2012-10-31,2012-11-01,2012-11-14,14,5,1,1,-,1,18:32:00,0.086,0.152,M,B6/B6,0,0,
312,B6.C,4954,6925,2012-10-31,2012-11-01,2012-11-14,14,5,1,1,-,2,18:37:00,0.075,0.136,M,B6/B6,0,0,
313,B6.C,4954,6925,2012-10-31,2012-11-01,2012-11-14,14,5,1,1,-,3,18:41:00,0.088,0.139,F,B6/B6,0,0,
314,B6.C,4954,6925,2012-10-31,2012-11-01,2012-11-14,14,5,1,1,-,4,18:46:00,0.094,0.131,M,B6/B6,0,0,
315,B6.C,4954,6925,2012-10-31,2012-11-01,2012-11-14,14,5,1,1,-,5,18:50:00,0.077,0.141,F,B6/B6,0,0,
316,B6.C,4954,6925,2012-10-31,2012-11-01,2012-11-14,14,5,1,1,-,6,18:54:00,0.069,0.144,F,B6/B6,0,0,
317,B6.A-15 BC1,3516,6906,2012-10-31,2012-11-01,2012-11-14,14,5,4,1,-,1,19:03:00,0.098,0.126,M,B6/A,235,0.9711,tag (6806); cystic kiney; em poped out into pbs
318,B6.A-15 BC1,3516,6906,2012-10-31,2012-11-01,2012-11-14,14,5,4,1,-,2,19:08:00,0.068,0.144,F,recombinant,234,0.9669,
319,B6.A-15 BC1,3516,6906,2012-10-31,2012-11-01,2012-11-14,14,5,4,1,-,3,19:13:00,0.075,0.163,M,B6/A,235,0.9711,
320,B6.A-15 BC1,3516,6906,2012-10-31,2012-11-01,2012-11-14,14,5,4,1,-,4,19:18:00,0.078,0.158,F,B6/B6,230,0.9504,
321,B6.A-15 BC1,3516,6906,2012-10-31,2012-11-01,2012-11-14,14,5,4,1,-,5,19:21:00,0.079,0.139,F,recombinant,233,0.9628,
322,B6.A-15 BC1,3516,6906,2012-10-31,2012-11-01,2012-11-14,14,5,4,1,-,6,19:25:00,0.071,0.181,M,B6/A,235,0.9711,
323,B6.A-15 BC1,3516,6906,2012-10-31,2012-11-01,2012-11-14,14,5,4,1,-,7,19:29:00,0.08,0.15,M,B6/B6,232,0.9587,
324,B6.A-15 BC1,3516,6906,2012-10-31,2012-11-01,2012-11-14,14,5,4,1,-,8,19:33:00,0.045,0.11,M,recombinant,231,0.9545,
325,B6.A-15 BC1,3516,6906,2012-10-31,2012-11-01,2012-11-14,14,5,4,1,-,9,19:37:00,0.083,0.157,M,B6/B6,238,0.9835,
326,B6.A-15 BC1,5106,6891,2012-10-29,2012-11-01,2012-11-14,14,7,1,1,-,1,19:49:00,0.12,0.164,M,B6/B6,237,0.9793,
327,B6.A-15 BC1,5106,6891,2012-10-29,2012-11-01,2012-11-14,14,7,1,1,-,2,19:53:00,0.117,0.18,M,recombinant,235,0.9711,
328,B6.A-15 BC1,5106,6891,2012-10-29,2012-11-01,2012-11-14,14,7,1,1,-,3,19:57:00,0.098,0.157,F,recombinant,231,0.9545,
329,B6.A-15 BC1,5106,6891,2012-10-29,2012-11-01,2012-11-14,14,7,1,1,-,4,20:05:00,0.078,0.154,F,recombinant,231,0.9545,
330,B6.A-15 BC1,5106,6891,2012-10-29,2012-11-01,2012-11-14,14,7,1,1,-,5,20:09:00,0.101,0.16,M,B6/A,237,0.9793,
331,B6.A-15 BC1,5106,6891,2012-10-29,2012-11-01,2012-11-14,14,7,1,1,-,6,20:14:00,0.085,0.15,F,B6/A,232,0.9587,
332,B6.A-15 BC1,5106,6891,2012-10-29,2012-11-01,2012-11-14,14,7,1,1,-,7,20:08:00,0.082,0.16,F,B6/B6,228,0.9421,
333,B6.A-15 BC1,5106,6891,2012-10-29,2012-11-01,2012-11-14,14,7,1,1,-,8,20:22:00,0.096,0.16,M,B6/B6,233,0.9628,
334,B6.A-19 BC1,4932,6877,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,1,20:31:00,0.076,0.157,F,B6/B6,232,0.9587,
335,B6.A-19 BC1,4932,6877,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,2,20:35:00,0.11,0.171,M,B6/B6,233,0.9628,
336,B6.A-19 BC1,4932,6877,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,3,20:39:00,0.108,0.17,F,recombinant,217,0.8967,
337,B6.A-19 BC1,4932,6877,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,4,20:44:00,0.098,0.167,M,B6/B6,232,0.9587,
338,B6.A-19 BC1,4932,6877,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,5,20:48:00,0.076,0.166,F,recombinant,231,0.9545,
339,B6.A-19 BC1,4932,6877,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,6,20:52:00,0.071,0.164,F,recombinant,232,0.9587,
340,B6.A-19 BC1,4932,6877,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,7,20:55:00,0.105,0.174,M,B6/A,234,0.9669,
341,B6.A-19 BC1,4932,6877,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,8,20:59:00,0.088,0.182,F,recombinant,222,0.9174,
342,B6.A-19 BC1,4932,6877,2012-10-29,2012-11-01,2012-11-14,14,5,4,0,-,9,21:03:00,0.089,0.167,F,recombinant,221,0.9132,
343,B6.A-19 BC1,4967,6869,2012-10-29,2012-11-01,2012-11-14,14,3,3,1,-,1,21:13:00,0.096,0.154,M,B6/B6,235,0.9711,
344,B6.A-19 BC1,4967,6869,2012-10-29,2012-11-01,2012-11-14,14,3,3,1,-,2,21:18:00,0.059,0.155,F,B6/B6,231,0.9545,
345,B6.A-19 BC1,4967,6869,2012-10-29,2012-11-01,2012-11-14,14,3,3,1,-,3,21:22:00,0.088,0.169,F,B6/B6,233,0.9628,
346,B6.A-19 BC1,4967,6869,2012-10-29,2012-11-01,2012-11-14,14,3,3,1,-,4,21:26:00,0.066,0.152,F,recombinant,231,0.9545,
347,B6.A-19 BC1,4967,6869,2012-10-29,2012-11-01,2012-11-14,14,3,3,1,-,5,21:29:00,0.103,0.173,F,recombinant,230,0.9504,
348,B6.A-19 BC1,4967,6869,2012-10-29,2012-11-01,2012-11-14,14,3,3,1,-,6,21:33:00,0.09,0.174,M,B6/A,235,0.9711,
349,B6.A-15 BC1,3509,6918,2012-10-31,2012-11-02,2012-11-15,14,4,4,4,-,1,08:44:00,0.059,0.132,F,recombinant,233,0.9628,0
350,B6.A-15 BC1,3509,6918,2012-10-31,2012-11-02,2012-11-15,14,4,4,4,-,2,08:49:00,0.075,0.132,F,B6/A,234,0.9669,0
351,B6.A-15 BC1,3509,6918,2012-10-31,2012-11-02,2012-11-15,14,4,4,4,-,3,08:53:00,0.068,0.154,F,recombinant,232,0.9587,0
352,B6.A-15 BC1,3509,6918,2012-10-31,2012-11-02,2012-11-15,14,4,4,4,-,4,08:58:00,0.073,0.138,M,B6/A,237,0.9793,0
353,B6.A-15 BC1,3509,6918,2012-10-31,2012-11-02,2012-11-15,14,4,4,4,-,5,09:02:00,0.082,0.141,M,recombinant,235,0.9711,0
354,B6.A-15 BC1,3509,6918,2012-10-31,2012-11-02,2012-11-15,14,4,4,4,-,6,09:06:00,0.068,0.139,M,recombinant,224,0.9256,0
355,B6.A-15 BC1,3509,6918,2012-10-31,2012-11-02,2012-11-15,14,4,4,4,-,7,09:01:00,0.078,0.116,F,recombinant,232,0.9587,0
356,B6.A-15 BC1,3509,6918,2012-10-31,2012-11-02,2012-11-15,14,4,4,4,-,8,09:14:00,0.071,0.143,M,B6/B6,235,0.9711,0
357,B6.A-15 BC1,3509,6918,2012-10-31,2012-11-02,2012-11-15,14,4,4,4,-,9,09:19:00,0.085,0.147,M,recombinant,236,0.9752,0
